Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
34,6+8=8,0+8=8,within_glyph,0,6,0,,,,,,,,,,'6;+;8;=;8','0;+;8;=;8'
35,0-0=9,0-0=0,within_glyph,4,9,0,,,,,,,,,,'0;-;0;=;9','0;-;0;=;0'
36,8-9=8,8-0=8,within_glyph,2,9,0,,,,,,,,,,'8;-;9;=;8','8;-;0;=;8'
37,7=3-4,7-3=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;3;-;4','7;-;3;=;4'
38,3+9=13,3+9=12,within_glyph,5,3,2,,,,,,,,,,'3;+;9;=;1;3','3;+;9;=;1;2'
39,0+9=6,0+6=6,within_glyph,2,9,6,,,,,,,,,,'0;+;9;=;6','0;+;6;=;6'
40,2+9=2,2+0=2,within_glyph,2,9,0,,,,,,,,,,'2;+;9;=;2','2;+;0;=;2'
41,3+1=6,5+1=6,within_glyph,0,3,5,,,,,,,,,,'3;+;1;=;6','5;+;1;=;6'
42,2-0=3,2-0=2,within_glyph,4,3,2,,,,,,,,,,'2;-;0;=;3','2;-;0;=;2'
43,11+6=71,11+6=17,one_move_same_segment,4,7,1,5,1,7,,,,,,,'11;+;6;=;7;1','11;+;6;=;1;7'
44,9+4=10,6+4=10,within_glyph,0,9,6,,,,,,,,,,'9;+;4;=;1;0','6;+;4;=;1;0'
45,1+6=73,7+6=13,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;6;=;7;3','7;+;6;=;1;3'
46,9+0=18,9+9=18,within_glyph,2,0,9,,,,,,,,,,'9;+;0;=;1;8','9;+;9;=;1;8'
47,1+11=78,7+11=18,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;+;11;=;7;8','7;+;11;=;1;8'
48,7-0=1,7-6=1,within_glyph,2,0,6,,,,,,,,,,'7;-;0;=;1','7;-;6;=;1'
49,4-0=11,11-0=11,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;0;=;11','11;-;0;=;11'
50,9+6=13,5+8=13,one_move_same_segment,0,9,5,2,6,8,,,,,,,'9;+;6;=;1;3','5;+;8;=;1;3'
51,9-5=1,6-5=1,within_glyph,0,9,6,,,,,,,,,,'9;-;5;=;1','6;-;5;=;1'
52,9+4=15,9+4=13,within_glyph,5,5,3,,,,,,,,,,'9;+;4;=;1;5','9;+;4;=;1;3'
53,9+7=7,0+7=7,within_glyph,0,9,0,,,,,,,,,,'9;+;7;=;7','0;+;7;=;7'
54,0-4=2,6-4=2,within_glyph,0,0,6,,,,,,,,,,'0;-;4;=;2','6;-;4;=;2'
55,1-6=1,1-0=1,within_glyph,2,6,0,,,,,,,,,,'1;-;6;=;1','1;-;0;=;1'
56,8-5=5,8-3=5,within_glyph,2,5,3,,,,,,,,,,'8;-;5;=;5','8;-;3;=;5'
57,7-6=7,7-0=7,within_glyph,2,6,0,,,,,,,,,,'7;-;6;=;7','7;-;0;=;7'
58,1+1=3,1+1=2,within_glyph,4,3,2,,,,,,,,,,'1;+;1;=;3','1;+;1;=;2'
59,0+9=0,0+9=9,within_glyph,4,0,9,,,,,,,,,,'0;+;9;=;0','0;+;9;=;9'
60,3+8=5,3+6=9,one_move_same_segment,2,8,6,4,5,9,,,,,,,'3;+;8;=;5','3;+;6;=;9'
61,0-7=2,9-7=2,within_glyph,0,0,9,,,,,,,,,,'0;-;7;=;2','9;-;7;=;2'
62,9+7=13,6+7=13,within_glyph,0,9,6,,,,,,,,,,'9;+;7;=;1;3','6;+;7;=;1;3'
63,11-0=5,11-6=5,within_glyph,2,0,6,,,,,,,,,,'11;-;0;=;5','11;-;6;=;5'
64,8+2=19,8+2=10,within_glyph,5,9,0,,,,,,,,,,'8;+;2;=;1;9','8;+;2;=;1;0'
65,9=3-3,0=3-3,within_glyph,0,9,0,,,,,,,,,,'9;=;3;-;3','0;=;3;-;3'
66,5+6=9,3+6=9,within_glyph,0,5,3,,,,,,,,,,'5;+;6;=;9','3;+;6;=;9'
67,5+4=16,5+11=16,splitmerge_4_11,2,4,11,,,,,,,,,,'5;+;4;=;1;6','5;+;11;=;1;6'
68,13=0+7,13=6+7,within_glyph,3,0,6,,,,,,,,,,'1;3;=;0;+;7','1;3;=;6;+;7'
69,3+4=9,5+4=9,within_glyph,0,3,5,,,,,,,,,,'3;+;4;=;9','5;+;4;=;9'
70,0+6=0,0+0=0,within_glyph,2,6,0,,,,,,,,,,'0;+;6;=;0','0;+;0;=;0'
71,13=4+6,13=4+9,within_glyph,5,6,9,,,,,,,,,,'1;3;=;4;+;6','1;3;=;4;+;9'
72,3-2=0,2-2=0,within_glyph,0,3,2,,,,,,,,,,'3;-;2;=;0','2;-;2;=;0'
73,0+0=6,6+0=6,within_glyph,0,0,6,,,,,,,,,,'0;+;0;=;6','6;+;0;=;6'
74,2+0=8,2+6=8,within_glyph,2,0,6,,,,,,,,,,'2;+;0;=;8','2;+;6;=;8'
75,9-6=5,9-6=3,within_glyph,4,5,3,,,,,,,,,,'9;-;6;=;5','9;-;6;=;3'
76,4+1=3,4+1=5,within_glyph,4,3,5,,,,,,,,,,'4;+;1;=;3','4;+;1;=;5'
77,6+11=11,0+11=11,within_glyph,0,6,0,,,,,,,,,,'6;+;11;=;11','0;+;11;=;11'
78,9-0=6,6-0=6,within_glyph,0,9,6,,,,,,,,,,'9;-;0;=;6','6;-;0;=;6'
79,11+8=16,11+8=19,within_glyph,5,6,9,,,,,,,,,,'11;+;8;=;1;6','11;+;8;=;1;9'
80,11-9=5,11-6=5,within_glyph,2,9,6,,,,,,,,,,'11;-;9;=;5','11;-;6;=;5'
81,0-9=0,9-9=0,within_glyph,0,0,9,,,,,,,,,,'0;-;9;=;0','9;-;9;=;0'
82,3-6=3,3-0=3,within_glyph,2,6,0,,,,,,,,,,'3;-;6;=;3','3;-;0;=;3'
83,4+0=13,4+9=13,within_glyph,2,0,9,,,,,,,,,,'4;+;0;=;1;3','4;+;9;=;1;3'
84,6=6-3,6=9-3,within_glyph,2,6,9,,,,,,,,,,'6;=;6;-;3','6;=;9;-;3'
85,8+3=13,8+5=13,within_glyph,2,3,5,,,,,,,,,,'8;+;3;=;1;3','8;+;5;=;1;3'
86,2+3=6,3+3=6,within_glyph,0,2,3,,,,,,,,,,'2;+;3;=;6','3;+;3;=;6'
87,9+4=4,0+4=4,within_glyph,0,9,0,,,,,,,,,,'9;+;4;=;4','0;+;4;=;4'
88,6=2-4,6-2=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'6;=;2;-;4','6;-;2;=;4'
89,6+17=11,6+11=17,one_move_same_segment,3,7,1,2,1,7,,,,,,,6;+;1;7;=;1;1',6;+;1;1;=;1;7'
90,4+5=16,11+5=16,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;5;=;1;6','11;+;5;=;1;6'
91,7+3=12,7+5=12,within_glyph,2,3,5,,,,,,,,,,'7;+;3;=;1;2','7;+;5;=;1;2'
92,3-2=3,5-2=3,within_glyph,0,3,5,,,,,,,,,,'3;-;2;=;3','5;-;2;=;3'
93,1-6=7,7-6=1,one_move_same_segment,4,7,1,0,1,7,,,,,,,'1;-;6;=;7','7;-;6;=;1'
94,8-3=6,8-2=6,within_glyph,2,3,2,,,,,,,,,,'8;-;3;=;6','8;-;2;=;6'
95,3-9=6,9-3=6,one_move_same_segment,2,9,3,0,3,9,,,,,,,'3;-;9;=;6','9;-;3;=;6'
96,8-9=1,9-8=1,one_move_same_segment,0,8,9,2,9,8,,,,,,,'8;-;9;=;1','9;-;8;=;1'
97,7-5=4,7-3=4,within_glyph,2,5,3,,,,,,,,,,'7;-;5;=;4','7;-;3;=;4'
98,'1-5=8','1+5=6',operator_number,4,8,6,1,-,+,,,,,,,'1;-;5;=;8','1;+;5;=;6'
99,4-2=9,11-2=9,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;2;=;9','11;-;2;=;9'
100,6-3=5,6-3=3,within_glyph,4,5,3,,,,,,,,,,'6;-;3;=;5','6;-;3;=;3'
101,9=11-5,6=11-5,within_glyph,0,9,6,,,,,,,,,,'9;=;11;-;5','6;=;11;-;5'
102,4+6=16,4+6=10,within_glyph,5,6,0,,,,,,,,,,'4;+;6;=;1;6','4;+;6;=;1;0'
103,7-4=5,7-4=3,within_glyph,4,5,3,,,,,,,,,,'7;-;4;=;5','7;-;4;=;3'
104,5+9=5,5+0=5,within_glyph,2,9,0,,,,,,,,,,'5;+;9;=;5','5;+;0;=;5'
105,5+6=5,5+0=5,within_glyph,2,6,0,,,,,,,,,,'5;+;6;=;5','5;+;0;=;5'
106,11-7=11,11-7=4,splitmerge_4_11,4,11,4,,,,,,,,,,'11;-;7;=;11','11;-;7;=;4'
107,5-4=9,9-4=5,one_move_same_segment,4,9,5,0,5,9,,,,,,,'5;-;4;=;9','9;-;4;=;5'
108,4-3=2,4-2=2,within_glyph,2,3,2,,,,,,,,,,'4;-;3;=;2','4;-;2;=;2'
109,6+1=73,6+7=13,one_move_same_segment,4,7,1,2,1,7,,,,,,,'6;+;1;=;7;3','6;+;7;=;1;3'
110,11+0=17,11+6=17,within_glyph,2,0,6,,,,,,,,,,'11;+;0;=;1;7','11;+;6;=;1;7'
111,2+1=4,3+1=4,within_glyph,0,2,3,,,,,,,,,,'2;+;1;=;4','3;+;1;=;4'
112,2=3+0,3=3+0,within_glyph,0,2,3,,,,,,,,,,'2;=;3;+;0','3;=;3;+;0'
113,0+9=0,0+0=0,within_glyph,2,9,0,,,,,,,,,,'0;+;9;=;0','0;+;0;=;0'
114,6=7-7,0=7-7,within_glyph,0,6,0,,,,,,,,,,'6;=;7;-;7','0;=;7;-;7'
115,2+5=8,3+5=8,within_glyph,0,2,3,,,,,,,,,,'2;+;5;=;8','3;+;5;=;8'
116,0-0=9,9-0=9,within_glyph,0,0,9,,,,,,,,,,'0;-;0;=;9','9;-;0;=;9'
117,6+9=13,8+5=13,one_move_same_segment,2,9,5,0,6,8,,,,,,,'6;+;9;=;1;3','8;+;5;=;1;3'
118,9-2=6,9-3=6,within_glyph,2,2,3,,,,,,,,,,'9;-;2;=;6','9;-;3;=;6'
119,8+3=4,8+3=11,splitmerge_4_11,4,4,11,,,,,,,,,,'8;+;3;=;4','8;+;3;=;11'
120,8+1=75,8+7=15,one_move_same_segment,4,7,1,2,1,7,,,,,,,'8;+;1;=;7;5','8;+;7;=;1;5'
121,2+8=11,3+8=11,within_glyph,0,2,3,,,,,,,,,,'2;+;8;=;11','3;+;8;=;11'
122,11=5-6,11-5=6,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;5;-;6','11;-;5;=;6'
123,4-3=8,11-3=8,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;3;=;8','11;-;3;=;8'
124,3-5=0,3-3=0,within_glyph,2,5,3,,,,,,,,,,'3;-;5;=;0','3;-;3;=;0'
125,2=8-0,2=8-6,within_glyph,4,0,6,,,,,,,,,,'2;=;8;-;0','2;=;8;-;6'
126,2+11=6,2+4=6,splitmerge_4_11,2,11,4,,,,,,,,,,'2;+;11;=;6','2;+;4;=;6'
127,2+4=7,3+4=7,within_glyph,0,2,3,,,,,,,,,,'2;+;4;=;7','3;+;4;=;7'
128,6+11=15,5+11=16,one_move_same_segment,0,6,5,5,5,6,,,,,,,'6;+;11;=;1;5','5;+;11;=;1;6'
129,11-3=9,11-2=9,within_glyph,2,3,2,,,,,,,,,,'11;-;3;=;9','11;-;2;=;9'
130,10=2+7,10=3+7,within_glyph,3,2,3,,,,,,,,,,'1;0;=;2;+;7','1;0;=;3;+;7'
131,9+0=15,9+6=15,within_glyph,2,0,6,,,,,,,,,,'9;+;0;=;1;5','9;+;6;=;1;5'
132,9-9=3,9-6=3,within_glyph,2,9,6,,,,,,,,,,'9;-;9;=;3','9;-;6;=;3'
133,1-9=1,1-0=1,within_glyph,2,9,0,,,,,,,,,,'1;-;9;=;1','1;-;0;=;1'
134,12=9+2,12=9+3,within_glyph,5,2,3,,,,,,,,,,'1;2;=;9;+;2','1;2;=;9;+;3'
135,11=6+2,11=9+2,within_glyph,2,6,9,,,,,,,,,,'11;=;6;+;2','11;=;9;+;2'
136,5-2=1,3-2=1,within_glyph,0,5,3,,,,,,,,,,'5;-;2;=;1','3;-;2;=;1'
137,6-4=5,9-4=5,within_glyph,0,6,9,,,,,,,,,,'6;-;4;=;5','9;-;4;=;5'
138,7+2=10,7+3=10,within_glyph,2,2,3,,,,,,,,,,'7;+;2;=;1;0','7;+;3;=;1;0'
139,4+6=17,11+6=17,splitmerge_4_11,0,4,11,,,,,,,,,,'4;+;6;=;1;7','11;+;6;=;1;7'
140,11=3-8,11-3=8,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;3;-;8','11;-;3;=;8'
141,4-4=9,4-4=0,within_glyph,4,9,0,,,,,,,,,,'4;-;4;=;9','4;-;4;=;0'
142,0+0=9,9+0=9,within_glyph,0,0,9,,,,,,,,,,'0;+;0;=;9','9;+;0;=;9'
143,7=2-5,7-2=5,one_move_same_segment,1,=,-,3,-,=,,,,,,,'7;=;2;-;5','7;-;2;=;5'
144,9-2=4,6-2=4,within_glyph,0,9,6,,,,,,,,,,'9;-;2;=;4','6;-;2;=;4'
145,11-9=3,11-9=2,within_glyph,4,3,2,,,,,,,,,,'11;-;9;=;3','11;-;9;=;2'
146,4=71-1,4=11-7,one_move_same_segment,2,7,1,3,1,7,4,-,7,5,1,,'4;=;7;1;-;1',4;=;1;1;-;7'
147,4-5=6,11-5=6,splitmerge_4_11,0,4,11,,,,,,,,,,'4;-;5;=;6','11;-;5;=;6'
148,3+6=0,3+6=9,within_glyph,4,0,9,,,,,,,,,,'3;+;6;=;0','3;+;6;=;9'
149,5+8=11,3+8=11,within_glyph,0,5,3,,,,,,,,,,'5;+;8;=;11','3;+;8;=;11'
150,0+0=6,0+6=6,within_glyph,2,0,6,,,,,,,,,,'0;+;0;=;6','0;+;6;=;6'
151,3+1=70,3+7=10,one_move_same_segment,4,7,1,2,1,7,,,,,,,'3;+;1;=;7;0','3;+;7;=;1;0'
152,4+9=4,4+0=4,within_glyph,2,9,0,,,,,,,,,,'4;+;9;=;4','4;+;0;=;4'
153,9+8=14,6+8=14,within_glyph,0,9,6,,,,,,,,,,'9;+;8;=;1;4','6;+;8;=;1;4'
154,3-5=0,5-5=0,within_glyph,0,3,5,,,,,,,,,,'3;-;5;=;0','5;-;5;=;0'
155,4+3=19,4+9=13,one_move_same_segment,5,9,3,2,3,9,,,,,,,'4;+;3;=;1;9','4;+;9;=;1;3'
156,2+4=0,2+4=6,within_glyph,4,0,6,,,,,,,,,,'2;+;4;=;0','2;+;4;=;6'
157,8+5=15,9+6=15,one_move_same_segment,0,8,9,2,5,6,,,,,,,'8;+;5;=;1;5','9;+;6;=;1;5'
158,8+11=10,8+11=19,within_glyph,5,0,9,,,,,,,,,,'8;+;11;=;1;0','8;+;11;=;1;9'
159,3+8=4,3+8=11,splitmerge_4_11,4,4,11,,,,,,,,,,'3;+;8;=;4','3;+;8;=;11'
160,0+6=15,9+6=15,within_glyph,0,0,9,,,,,,,,,,'0;+;6;=;1;5','9;+;6;=;1;5'
161,9=5-4,9-5=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;5;-;4','9;-;5;=;4'
162,11-9=11,11-0=11,within_glyph,2,9,0,,,,,,,,,,'11;-;9;=;11','11;-;0;=;11'
163,3+4=14,3+11=14,splitmerge_4_11,2,4,11,,,,,,,,,,'3;+;4;=;1;4','3;+;11;=;1;4'
164,9=5+11,9=5+4,splitmerge_4_11,4,11,4,,,,,,,,,,'9;=;5;+;11','9;=;5;+;4'
165,6-4=3,6-4=2,within_glyph,4,3,2,,,,,,,,,,'6;-;4;=;3','6;-;4;=;2'
166,9=1-1,0=1-1,within_glyph,0,9,0,,,,,,,,,,'9;=;1;-;1','0;=;1;-;1'
167,5+11=14,3+11=14,within_glyph,0,5,3,,,,,,,,,,'5;+;11;=;1;4','3;+;11;=;1;4'
168,6+11=71,6+11=17,one_move_same_segment,4,7,1,5,1,7,,,,,,,'6;+;11;=;7;1','6;+;11;=;1;7'
169,7+6=12,7+6=13,within_glyph,5,2,3,,,,,,,,,,'7;+;6;=;1;2','7;+;6;=;1;3'
170,11+9=17,11+6=17,within_glyph,2,9,6,,,,,,,,,,'11;+;9;=;1;7','11;+;6;=;1;7'
171,8=3-5,8-3=5,one_move_same_segment,1,=,-,3,-,=,,,,,,,'8;=;3;-;5','8;-;3;=;5'
172,1+9=7,1+6=7,within_glyph,2,9,6,,,,,,,,,,'1;+;9;=;7','1;+;6;=;7'
173,8+6=17,8+9=17,within_glyph,2,6,9,,,,,,,,,,'8;+;6;=;1;7','8;+;9;=;1;7'
174,'4-1=6','4+1=5',operator_number,4,6,5,1,-,+,,,,,,,'4;-;1;=;6','4;+;1;=;5'
175,2-3=0,3-3=0,within_glyph,0,2,3,,,,,,,,,,'2;-;3;=;0','3;-;3;=;0'
176,6-8=2,8-6=2,one_move_same_segment,2,8,6,0,6,8,,,,,,,'6;-;8;=;2','8;-;6;=;2'
177,3+2=3,3+2=5,within_glyph,4,3,5,,,,,,,,,,'3;+;2;=;3','3;+;2;=;5'
178,6-5=3,6-3=3,within_glyph,2,5,3,,,,,,,,,,'6;-;5;=;3','6;-;3;=;3'
179,9+4=12,9+4=13,within_glyph,5,2,3,,,,,,,,,,'9;+;4;=;1;2','9;+;4;=;1;3'
180,6-9=3,8-5=3,one_move_same_segment,2,9,5,0,6,8,,,,,,,'6;-;9;=;3','8;-;5;=;3'
181,13=5+7,12=5+7,within_glyph,1,3,2,,,,,,,,,,'1;3;=;5;+;7','1;2;=;5;+;7'
182,8+9=19,9+9=18,one_move_same_segment,0,8,9,5,9,8,,,,,,,'8;+;9;=;1;9','9;+;9;=;1;8'
183,4-0=11,4-0=4,splitmerge_4_11,4,11,4,,,,,,,,,,'4;-;0;=;11','4;-;0;=;4'
184,5-5=2,5-3=2,within_glyph,2,5,3,,,,,,,,,,'5;-;5;=;2','5;-;3;=;2'
185,4-2=1,4-3=1,within_glyph,2,2,3,,,,,,,,,,'4;-;2;=;1','4;-;3;=;1'
186,0+5=3,0+3=3,within_glyph,2,5,3,,,,,,,,,,'0;+;5;=;3','0;+;3;=;3'
187,6+3=11,6+5=11,within_glyph,2,3,5,,,,,,,,,,'6;+;3;=;11','6;+;5;=;11'
188,6+5=5,0+5=5,within_glyph,0,6,0,,,,,,,,,,'6;+;5;=;5','0;+;5;=;5'
189,7-3=5,7-2=5,within_glyph,2,3,2,,,,,,,,,,'7;-;3;=;5','7;-;2;=;5'
190,7-1=9,7-1=6,within_glyph,4,9,6,,,,,,,,,,'7;-;1;=;9','7;-;1;=;6'
191,6+4=19,6+4=10,within_glyph,5,9,0,,,,,,,,,,'6;+;4;=;1;9','6;+;4;=;1;0'
192,2+1=5,2+1=3,within_glyph,4,5,3,,,,,,,,,,'2;+;1;=;5','2;+;1;=;3'
193,5+8=12,5+8=13,within_glyph,5,2,3,,,,,,,,,,'5;+;8;=;1;2','5;+;8;=;1;3'
194,5+4=6,5+4=9,within_glyph,4,6,9,,,,,,,,,,'5;+;4;=;6','5;+;4;=;9'
195,6=5-1,6-5=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'6;=;5;-;1','6;-;5;=;1'
196,9=4-5,9-4=5,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;4;-;5','9;-;4;=;5'
197,3+9=3,3+0=3,within_glyph,2,9,0,,,,,,,,,,'3;+;9;=;3','3;+;0;=;3'
198,11=7-4,11-7=4,one_move_same_segment,1,=,-,3,-,=,,,,,,,'11;=;7;-;4','11;-;7;=;4'
199,2+7=0,2+7=9,within_glyph,4,0,9,,,,,,,,,,'2;+;7;=;0','2;+;7;=;9'
200,3+9=11,2+9=11,within_glyph,0,3,2,,,,,,,,,,'3;+;9;=;11','2;+;9;=;11'
201,3+0=12,3+9=12,within_glyph,2,0,9,,,,,,,,,,'3;+;0;=;1;2','3;+;9;=;1;2'
202,2+6=9,3+6=9,within_glyph,0,2,3,,,,,,,,,,'2;+;6;=;9','3;+;6;=;9'
203,9+3=9,6+3=9,within_glyph,0,9,6,,,,,,,,,,'9;+;3;=;9','6;+;3;=;9'
204,11+1=13,11+1=12,within_glyph,5,3,2,,,,,,,,,,'11;+;1;=;1;3','11;+;1;=;1;2'
205,0+5=14,9+5=14,within_glyph,0,0,9,,,,,,,,,,'0;+;5;=;1;4','9;+;5;=;1;4'
206,8-5=5,8-5=3,within_glyph,4,5,3,,,,,,,,,,'8;-;5;=;5','8;-;5;=;3'
207,7=6+7,7=0+7,within_glyph,2,6,0,,,,,,,,,,'7;=;6;+;7','7;=;0;+;7'
208,5-0=3,3-0=3,within_glyph,0,5,3,,,,,,,,,,'5;-;0;=;3','3;-;0;=;3'
209,3+5=7,2+5=7,within_glyph,0,3,2,,,,,,,,,,'3;+;5;=;7','2;+;5;=;7'
210,5-6=1,6-5=1,one_move_same_segment,2,6,5,0,5,6,,,,,,,'5;-;6;=;1','6;-;5;=;1'
211,9=8-1,9-8=1,one_move_same_segment,1,=,-,3,-,=,,,,,,,'9;=;8;-;1','9;-;8;=;1'
212,8+8=0,0+8=8,one_move_same_segment,0,8,0,4,0,8,,,,,,,'8;+;8;=;0','0;+;8;=;8'
213,0+0=9,0+9=9,within_glyph,2,0,9,,,,,,,,,,'0;+;0;=;9','0;+;9;=;9'
214,9+9=9,0+9=9,within_glyph,0,9,0,,,,,,,,,,'9;+;9;=;9','0;+;9;=;9'
215,11-2=6,11-2=9,within_glyph,4,6,9,,,,,,,,,,'11;-;2;=;6','11;-;2;=;9'
216,5-3=8,9-3=6,one_move_same_segment,4,8,6,0,5,9,,,,,,,'5;-;3;=;8','9;-;3;=;6'
217,3+6=11,5+6=11,within_glyph,0,3,5,,,,,,,,,,'3;+;6;=;11','5;+;6;=;11'
218,11-1=16,11-1=10,within_glyph,5,6,0,,,,,,,,,,'11;-;1;=;1;6','11;-;1;=;1;0'
219,6=6-6,6=6-0,within_glyph,4,6,0,,,,,,,,,,'6;=;6;-;6','6;=;6;-;0'
220,6-3=2,6-3=3,within_glyph,4,2,3,,,,,,,,,,'6;-;3;=;2','6;-;3;=;3'
221,0+0=6,0+0=0,within_glyph,4,6,0,,,,,,,,,,'0;+;0;=;6','0;+;0;=;0'
222,3+0=5,5+0=5,within_glyph,0,3,5,,,,,,,,,,'3;+;0;=;5','5;+;0;=;5'
223,1+9=1,1+0=1,within_glyph,2,9,0,,,,,,,,,,'1;+;9;=;1','1;+;0;=;1'
224,0+4=11,0+11=11,splitmerge_4_11,2,4,11,,,,,,,,,,'0;+;4;=;11','0;+;11;=;11'
225,4+3=9,4+5=9,within_glyph,2,3,5,,,,,,,,,,'4;+;3;=;9','4;+;5;=;9'
226,9+8=71,9+8=17,one_move_same_segment,4,7,1,5,1,7,,,,,,,'9;+;8;=;7;1','9;+;8;=;1;7'
227,5+3=6,3+3=6,within_glyph,0,5,3,,,,,,,,,,'5;+;3;=;6','3;+;3;=;6'
228,5+1=4,3+1=4,within_glyph,0,5,3,,,,,,,,,,'5;+;1;=;4','3;+;1;=;4'
229,3=5-3,3=5-2,within_glyph,4,3,2,,,,,,,,,,'3;=;5;-;3','3;=;5;-;2'
230,13=4+8,12=4+8,within_glyph,1,3,2,,,,,,,,,,'1;3;=;4;+;8','1;2;=;4;+;8'
231,7-11=3,7-4=3,splitmerge_4_11,2,11,4,,,,,,,,,,'7;-;11;=;3','7;-;4;=;3'
