Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
47,'-11+-9=-26','-11+-9=-20',single,8,6,0,,,,,,,,,,'-;11;+;-;9;=;-;2;6','-;11;+;-;9;=;-;2;0'
48,'-5+-9=-12','-3+-9=-12',single,1,5,3,,,,,,,,,,'-;5;+;-;9;=;-;1;2','-;3;+;-;9;=;-;1;2'
49,'11+-6=3','11+-6=5',single,5,3,5,,,,,,,,,,'11;+;-;6;=;3','11;+;-;6;=;5'
50,'-0--4=-2','-6--4=-2',single,1,0,6,,,,,,,,,,'-;0;-;-;4;=;-;2','-;6;-;-;4;=;-;2'
51,'-1+11=3','-1+4=3',single,3,11,4,,,,,,,,,,'-;1;+;11;=;3','-;1;+;4;=;3'
52,'4+-4=6','4+-4=0',single,5,6,0,,,,,,,,,,'4;+;-;4;=;6','4;+;-;4;=;0'
53,'-11+-4=-8','-4+-4=-8',single,1,11,4,,,,,,,,,,'-;11;+;-;4;=;-;8','-;4;+;-;4;=;-;8'
54,'-3=-11-8','-3--11=8',multi,2,=,-,5,-,=,,,,,,,'-;3;=;-;11;-;8','-;3;-;-;11;=;8'
55,'-8--11=5','-8--11=3',single,6,5,3,,,,,,,,,,'-;8;-;-;11;=;5','-;8;-;-;11;=;3'
56,'3+-5=-8','3+-9=-6',multi,6,8,6,3,5,9,,,,,,,'3;+;-;5;=;-;8','3;+;-;9;=;-;6'
57,'-7--11=-3','-7--4=-3',single,4,11,4,,,,,,,,,,'-;7;-;-;11;=;-;3','-;7;-;-;4;=;-;3'
58,'-6--2=-7','-9--2=-7',single,1,6,9,,,,,,,,,,'-;6;-;-;2;=;-;7','-;9;-;-;2;=;-;7'
59,'-5--5=9','-5--5=0',single,6,9,0,,,,,,,,,,'-;5;-;-;5;=;9','-;5;-;-;5;=;0'
60,'-0+-2=-8','-6+-2=-8',single,1,0,6,,,,,,,,,,'-;0;+;-;2;=;-;8','-;6;+;-;2;=;-;8'
61,'-8--8=6','-8--8=0',single,6,6,0,,,,,,,,,,'-;8;-;-;8;=;6','-;8;-;-;8;=;0'
62,'9+-5=1','6+-5=1',single,0,9,6,,,,,,,,,,'9;+;-;5;=;1','6;+;-;5;=;1'
63,'-7--4=4','-7--11=4',single,4,4,11,,,,,,,,,,'-;7;-;-;4;=;4','-;7;-;-;11;=;4'
64,'4+-9=-3','4+-9=-5',single,6,3,5,,,,,,,,,,'4;+;-;9;=;-;3','4;+;-;9;=;-;5'
65,'-9--8=1','-8--9=1',multi,4,8,9,1,9,8,,,,,,,'-;9;-;-;8;=;1','-;8;-;-;9;=;1'
66,'-6+2=-7','-9+2=-7',single,1,6,9,,,,,,,,,,'-;6;+;2;=;-;7','-;9;+;2;=;-;7'
67,'-4+-6=-13','-4+-9=-13',single,4,6,9,,,,,,,,,,'-;4;+;-;6;=;-;1;3','-;4;+;-;9;=;-;1;3'
68,'-9=6+-3','-3=6+-9',multi,1,9,3,6,3,9,,,,,,,'-;9;=;6;+;-;3','-;3;=;6;+;-;9'
69,'-8=-2--6','-8--2=-6',multi,2,=,-,5,-,=,,,,,,,'-;8;=;-;2;-;-;6','-;8;-;-;2;=;-;6'
70,'-5=-3--2','-5--3=-2',multi,2,=,-,5,-,=,,,,,,,'-;5;=;-;3;-;-;2','-;5;-;-;3;=;-;2'
71,'-9--3=-0','-9--3=-6',single,7,0,6,,,,,,,,,,'-;9;-;-;3;=;-;0','-;9;-;-;3;=;-;6'
72,'-0--11=2','-9--11=2',single,1,0,9,,,,,,,,,,'-;0;-;-;11;=;2','-;9;-;-;11;=;2'
73,'-4+-3=-19','-4+-9=-13',multi,8,9,3,4,3,9,,,,,,,'-;4;+;-;3;=;-;1;9','-;4;+;-;9;=;-;1;3'
74,'-5+9=1','-5+6=1',single,3,9,6,,,,,,,,,,'-;5;+;9;=;1','-;5;+;6;=;1'
75,'-1+4=2','-1+4=3',single,5,2,3,,,,,,,,,,'-;1;+;4;=;2','-;1;+;4;=;3'
76,'-4--0=5','-4--9=5',single,4,0,9,,,,,,,,,,'-;4;-;-;0;=;5','-;4;-;-;9;=;5'
77,'6+-2=8','8+-2=6',multi,5,8,6,0,6,8,,,,,,,'6;+;-;2;=;8','8;+;-;2;=;6'
78,'8+-0=-1','8+-9=-1',single,3,0,9,,,,,,,,,,'8;+;-;0;=;-;1','8;+;-;9;=;-;1'
79,'-6+-2=-9','-6+-3=-9',single,4,2,3,,,,,,,,,,'-;6;+;-;2;=;-;9','-;6;+;-;3;=;-;9'
80,'4+-6=-5','4+-9=-5',single,3,6,9,,,,,,,,,,'4;+;-;6;=;-;5','4;+;-;9;=;-;5'
81,'-6--5=-4','-9--5=-4',single,1,6,9,,,,,,,,,,'-;6;-;-;5;=;-;4','-;9;-;-;5;=;-;4'
82,'-6+-3=-6','-6+-3=-9',single,7,6,9,,,,,,,,,,'-;6;+;-;3;=;-;6','-;6;+;-;3;=;-;9'
83,'-5=-8-3','-5--8=3',multi,2,=,-,5,-,=,,,,,,,'-;5;=;-;8;-;3','-;5;-;-;8;=;3'
84,'-2+-8=-6','-2+-6=-8',multi,4,8,6,7,6,8,,,,,,,'-;2;+;-;8;=;-;6','-;2;+;-;6;=;-;8'
85,'-11--5=1','-4--5=1',single,1,11,4,,,,,,,,,,'-;11;-;-;5;=;1','-;4;-;-;5;=;1'
86,'-2--9=4','-2--6=4',single,4,9,6,,,,,,,,,,'-;2;-;-;9;=;4','-;2;-;-;6;=;4'
87,'-0--5=-4','-9--5=-4',single,1,0,9,,,,,,,,,,'-;0;-;-;5;=;-;4','-;9;-;-;5;=;-;4'
88,'-6=-8+-2','-8=-6+-2',multi,4,8,6,1,6,8,,,,,,,'-;6;=;-;8;+;-;2','-;8;=;-;6;+;-;2'
89,'-17=-0+-11','-17=-6+-11',single,5,0,6,,,,,,,,,,'-;1;7;=;-;0;+;-;11','-;1;7;=;-;6;+;-;11'
90,'-8--0=1','-8--9=1',single,4,0,9,,,,,,,,,,'-;8;-;-;0;=;1','-;8;-;-;9;=;1'
91,'-1+2=2','-1+3=2',single,3,2,3,,,,,,,,,,'-;1;+;2;=;2','-;1;+;3;=;2'
92,'-11--3=-6','-11--5=-6',single,4,3,5,,,,,,,,,,'-;11;-;-;3;=;-;6','-;11;-;-;5;=;-;6'
93,'-11+-8=-12','-4+-8=-12',single,1,11,4,,,,,,,,,,'-;11;+;-;8;=;-;1;2','-;4;+;-;8;=;-;1;2'
94,'-4=9+-5','-4=5+-9',multi,3,9,5,6,5,9,,,,,,,'-;4;=;9;+;-;5','-;4;=;5;+;-;9'
95,'-2+-11=-6','-2+-4=-6',single,4,11,4,,,,,,,,,,'-;2;+;-;11;=;-;6','-;2;+;-;4;=;-;6'
96,'-9+-4=-5','-5+-4=-9',multi,1,9,5,7,5,9,,,,,,,'-;9;+;-;4;=;-;5','-;5;+;-;4;=;-;9'
97,'6+-11=2','6+-4=2',single,3,11,4,,,,,,,,,,'6;+;-;11;=;2','6;+;-;4;=;2'
98,'-9+-2=-4','-9+-2=-11',single,7,4,11,,,,,,,,,,'-;9;+;-;2;=;-;4','-;9;+;-;2;=;-;11'
99,'6+-0=0','6+-6=0',single,3,0,6,,,,,,,,,,'6;+;-;0;=;0','6;+;-;6;=;0'
100,'0=11+-2','9=11+-2',single,0,0,9,,,,,,,,,,'0;=;11;+;-;2','9;=;11;+;-;2'
101,'-7+11=-3','-7+4=-3',single,3,11,4,,,,,,,,,,'-;7;+;11;=;-;3','-;7;+;4;=;-;3'
102,'-3--8=3','-5--8=3',single,1,3,5,,,,,,,,,,'-;3;-;-;8;=;3','-;5;-;-;8;=;3'
103,'-11+9=-3','-11+9=-2',single,6,3,2,,,,,,,,,,'-;11;+;9;=;-;3','-;11;+;9;=;-;2'
104,'-11+-9=-30','-11+-9=-20',single,7,3,2,,,,,,,,,,'-;11;+;-;9;=;-;3;0','-;11;+;-;9;=;-;2;0'
105,'4+-6=5','11+-6=5',single,0,4,11,,,,,,,,,,'4;+;-;6;=;5','11;+;-;6;=;5'
106,'6+-9=-5','6+-9=-3',single,6,5,3,,,,,,,,,,'6;+;-;9;=;-;5','6;+;-;9;=;-;3'
107,'-4--7=-4','-11--7=-4',single,1,4,11,,,,,,,,,,'-;4;-;-;7;=;-;4','-;11;-;-;7;=;-;4'
108,'5+-9=-11','5+-9=-4',single,6,11,4,,,,,,,,,,'5;+;-;9;=;-;11','5;+;-;9;=;-;4'
109,'-11+-7=-11','-4+-7=-11',single,1,11,4,,,,,,,,,,'-;11;+;-;7;=;-;11','-;4;+;-;7;=;-;11'
110,'-5+9=-4','-9+5=-4',multi,3,9,5,1,5,9,,,,,,,'-;5;+;9;=;-;4','-;9;+;5;=;-;4'
111,'-8--0=8','-8--8=0',multi,6,8,0,4,0,8,,,,,,,'-;8;-;-;0;=;8','-;8;-;-;8;=;0'
112,'-3--6=9','-3--8=5',multi,6,9,5,4,6,8,,,,,,,'-;3;-;-;6;=;9','-;3;-;-;8;=;5'
113,'-6+-9=-13','-8+-5=-13',multi,4,9,5,1,6,8,,,,,,,'-;6;+;-;9;=;-;1;3','-;8;+;-;5;=;-;1;3'
114,'7+-3=5','7+-2=5',single,3,3,2,,,,,,,,,,'7;+;-;3;=;5','7;+;-;2;=;5'
115,'6+-3=5','6+-3=3',single,5,5,3,,,,,,,,,,'6;+;-;3;=;5','6;+;-;3;=;3'
116,'-8=-7--1','-8--7=-1',multi,2,=,-,5,-,=,,,,,,,'-;8;=;-;7;-;-;1','-;8;-;-;7;=;-;1'
117,'-1=-2-1','-1--2=1',multi,2,=,-,5,-,=,,,,,,,'-;1;=;-;2;-;1','-;1;-;-;2;=;1'
118,'-7--5=-3','-7--5=-2',single,7,3,2,,,,,,,,,,'-;7;-;-;5;=;-;3','-;7;-;-;5;=;-;2'
119,'-0+-3=-9','-6+-3=-9',single,1,0,6,,,,,,,,,,'-;0;+;-;3;=;-;9','-;6;+;-;3;=;-;9'
120,'-9+-0=-15','-9+-6=-15',single,4,0,6,,,,,,,,,,'-;9;+;-;0;=;-;1;5','-;9;+;-;6;=;-;1;5'
121,'5+-1=2','3+-1=2',single,0,5,3,,,,,,,,,,'5;+;-;1;=;2','3;+;-;1;=;2'
122,'-5+-1=-4','-3+-1=-4',single,1,5,3,,,,,,,,,,'-;5;+;-;1;=;-;4','-;3;+;-;1;=;-;4'
123,'-2--6=11','-2--6=4',single,6,11,4,,,,,,,,,,'-;2;-;-;6;=;11','-;2;-;-;6;=;4'
124,'-5=-5+2','-3=-5+2',single,1,5,3,,,,,,,,,,'-;5;=;-;5;+;2','-;3;=;-;5;+;2'
125,'-2--0=7','-2--9=7',single,4,0,9,,,,,,,,,,'-;2;-;-;0;=;7','-;2;-;-;9;=;7'
126,'-3--5=8','-3--9=6',multi,6,8,6,4,5,9,,,,,,,'-;3;-;-;5;=;8','-;3;-;-;9;=;6'
127,'-8=-4--4','-8--4=-4',multi,2,=,-,5,-,=,,,,,,,'-;8;=;-;4;-;-;4','-;8;-;-;4;=;-;4'
128,'3+-9=-7','2+-9=-7',single,0,3,2,,,,,,,,,,'3;+;-;9;=;-;7','2;+;-;9;=;-;7'
129,'-11+0=-2','-11+9=-2',single,3,0,9,,,,,,,,,,'-;11;+;0;=;-;2','-;11;+;9;=;-;2'
130,'0=-2+11','9=-2+11',single,0,0,9,,,,,,,,,,'0;=;-;2;+;11','9;=;-;2;+;11'
131,'-4--8=11','-4--8=4',single,6,11,4,,,,,,,,,,'-;4;-;-;8;=;11','-;4;-;-;8;=;4'
132,'-5+1=-11','-5+1=-4',single,6,11,4,,,,,,,,,,'-;5;+;1;=;-;11','-;5;+;1;=;-;4'
133,'9=-3+11','9=-2+11',single,3,3,2,,,,,,,,,,'9;=;-;3;+;11','9;=;-;2;+;11'
134,'-1+-9=-16','-1+-9=-10',single,8,6,0,,,,,,,,,,'-;1;+;-;9;=;-;1;6','-;1;+;-;9;=;-;1;0'
135,'9=-3+9','6=-3+9',single,0,9,6,,,,,,,,,,'9;=;-;3;+;9','6;=;-;3;+;9'
136,'8+-0=2','8+-6=2',single,3,0,6,,,,,,,,,,'8;+;-;0;=;2','8;+;-;6;=;2'
137,'11+-9=5','11+-6=5',single,3,9,6,,,,,,,,,,'11;+;-;9;=;5','11;+;-;6;=;5'
138,'-11+-6=-10','-4+-6=-10',single,1,11,4,,,,,,,,,,'-;11;+;-;6;=;-;1;0','-;4;+;-;6;=;-;1;0'
139,'-3+5=0','-3+3=0',single,3,5,3,,,,,,,,,,'-;3;+;5;=;0','-;3;+;3;=;0'
140,'-4+-2=-13','-11+-2=-13',single,1,4,11,,,,,,,,,,'-;4;+;-;2;=;-;1;3','-;11;+;-;2;=;-;1;3'
141,'-5+7=4','-3+7=4',single,1,5,3,,,,,,,,,,'-;5;+;7;=;4','-;3;+;7;=;4'
142,'-1--7=-6','-7--1=-6',multi,4,7,1,1,1,7,,,,,,,'-;1;-;-;7;=;-;6','-;7;-;-;1;=;-;6'
143,'-8+-3=-13','-8+-5=-13',single,4,3,5,,,,,,,,,,'-;8;+;-;3;=;-;1;3','-;8;+;-;5;=;-;1;3'
144,'-6+-7=-1','-6+-1=-7',multi,4,7,1,7,1,7,,,,,,,'-;6;+;-;7;=;-;1','-;6;+;-;1;=;-;7'
145,'3+-0=-6','3+-9=-6',single,3,0,9,,,,,,,,,,'3;+;-;0;=;-;6','3;+;-;9;=;-;6'
146,'2+-8=-5','3+-8=-5',single,0,2,3,,,,,,,,,,'2;+;-;8;=;-;5','3;+;-;8;=;-;5'
147,'5+-1=11','5+-1=4',single,5,11,4,,,,,,,,,,'5;+;-;1;=;11','5;+;-;1;=;4'
148,'-6--5=-3','-6--3=-3',single,4,5,3,,,,,,,,,,'-;6;-;-;5;=;-;3','-;6;-;-;3;=;-;3'
149,'-5+-3=-10','-5+-5=-10',single,4,3,5,,,,,,,,,,'-;5;+;-;3;=;-;1;0','-;5;+;-;5;=;-;1;0'
150,'-4+-5=-0','-4+-5=-9',single,7,0,9,,,,,,,,,,'-;4;+;-;5;=;-;0','-;4;+;-;5;=;-;9'
151,'-9+-1=-76','-9+-7=-16',multi,7,7,1,4,1,7,,,,,,,'-;9;+;-;1;=;-;7;6','-;9;+;-;7;=;-;1;6'
152,'-6+3=-5','-6+3=-3',single,6,5,3,,,,,,,,,,'-;6;+;3;=;-;5','-;6;+;3;=;-;3'
153,'-9--9=-3','-9--6=-3',single,4,9,6,,,,,,,,,,'-;9;-;-;9;=;-;3','-;9;-;-;6;=;-;3'
154,'-3+-3=-5','-3+-2=-5',single,4,3,2,,,,,,,,,,'-;3;+;-;3;=;-;5','-;3;+;-;2;=;-;5'
155,'-4--3=-2','-4--2=-2',single,4,3,2,,,,,,,,,,'-;4;-;-;3;=;-;2','-;4;-;-;2;=;-;2'
156,'-6+-5=-9','-6+-3=-9',single,4,5,3,,,,,,,,,,'-;6;+;-;5;=;-;9','-;6;+;-;3;=;-;9'
157,'5+-3=8','9+-3=6',multi,5,8,6,0,5,9,,,,,,,'5;+;-;3;=;8','9;+;-;3;=;6'
158,'-3=3+-8','-3=5+-8',single,3,3,5,,,,,,,,,,'-;3;=;3;+;-;8','-;3;=;5;+;-;8'
159,'-2+-9=-12','-3+-9=-12',single,1,2,3,,,,,,,,,,'-;2;+;-;9;=;-;1;2','-;3;+;-;9;=;-;1;2'
160,'0+-8=8','8+-8=0',multi,5,8,0,0,0,8,,,,,,,'0;+;-;8;=;8','8;+;-;8;=;0'
161,'4+-9=-2','4+-6=-2',single,3,9,6,,,,,,,,,,'4;+;-;9;=;-;2','4;+;-;6;=;-;2'
162,'-8+-5=-11','-8+-3=-11',single,4,5,3,,,,,,,,,,'-;8;+;-;5;=;-;11','-;8;+;-;3;=;-;11'
163,'-1=-3--4','-1=-5--4',single,4,3,5,,,,,,,,,,'-;1;=;-;3;-;-;4','-;1;=;-;5;-;-;4'
164,'-9+4=-3','-9+4=-5',single,6,3,5,,,,,,,,,,'-;9;+;4;=;-;3','-;9;+;4;=;-;5'
165,'-2+2=6','-2+2=0',single,5,6,0,,,,,,,,,,'-;2;+;2;=;6','-;2;+;2;=;0'
166,'-3--6=6','-3--9=6',single,4,6,9,,,,,,,,,,'-;3;-;-;6;=;6','-;3;-;-;9;=;6'
167,'-6--3=9','-6--9=3',multi,6,9,3,4,3,9,,,,,,,'-;6;-;-;3;=;9','-;6;-;-;9;=;3'
168,'-4--6=3','-4--6=2',single,6,3,2,,,,,,,,,,'-;4;-;-;6;=;3','-;4;-;-;6;=;2'
169,'-11+-11=-15','-11+-4=-15',single,4,11,4,,,,,,,,,,'-;11;+;-;11;=;-;1;5','-;11;+;-;4;=;-;1;5'
170,'-11--4=0','-11--11=0',single,4,4,11,,,,,,,,,,'-;11;-;-;4;=;0','-;11;-;-;11;=;0'
171,'-8+-5=-15','-9+-6=-15',multi,1,8,9,4,5,6,,,,,,,'-;8;+;-;5;=;-;1;5','-;9;+;-;6;=;-;1;5'
172,'-7--4=-5','-7--4=-3',single,7,5,3,,,,,,,,,,'-;7;-;-;4;=;-;5','-;7;-;-;4;=;-;3'
173,'-9+9=-3','-9+6=-3',single,3,9,6,,,,,,,,,,'-;9;+;9;=;-;3','-;9;+;6;=;-;3'
174,'3=9+-7','2=9+-7',single,0,3,2,,,,,,,,,,'3;=;9;+;-;7','2;=;9;+;-;7'
175,'-1+-5=-4','-1+-3=-4',single,4,5,3,,,,,,,,,,'-;1;+;-;5;=;-;4','-;1;+;-;3;=;-;4'
176,'-8-2=-8','-8+2=-6',minus_to_plus,6,8,6,2,-,+,,,,,,,'-;8;-;2;=;-;8','-;8;+;2;=;-;6'
177,'1+-7=-0','1+-7=-6',single,6,0,6,,,,,,,,,,'1;+;-;7;=;-;0','1;+;-;7;=;-;6'
178,'3+-5=0','3+-3=0',single,3,5,3,,,,,,,,,,'3;+;-;5;=;0','3;+;-;3;=;0'
179,'-6=-11-5','-6--11=5',multi,2,=,-,5,-,=,,,,,,,'-;6;=;-;11;-;5','-;6;-;-;11;=;5'
180,'-5+9=6','-3+9=6',single,1,5,3,,,,,,,,,,'-;5;+;9;=;6','-;3;+;9;=;6'
181,'-5=5+-8','-5=3+-8',single,3,5,3,,,,,,,,,,'-;5;=;5;+;-;8','-;5;=;3;+;-;8'
182,'2+-6=-7','2+-9=-7',single,3,6,9,,,,,,,,,,'2;+;-;6;=;-;7','2;+;-;9;=;-;7'
183,'-11--2=-0','-11--2=-9',single,7,0,9,,,,,,,,,,'-;11;-;-;2;=;-;0','-;11;-;-;2;=;-;9'
184,'-11+-1=-13','-11+-1=-12',single,8,3,2,,,,,,,,,,'-;11;+;-;1;=;-;1;3','-;11;+;-;1;=;-;1;2'
185,'-1+-2=-5','-1+-2=-3',single,7,5,3,,,,,,,,,,'-;1;+;-;2;=;-;5','-;1;+;-;2;=;-;3'
186,'-11=-8--3','-11--8=-3',multi,2,=,-,5,-,=,,,,,,,'-;11;=;-;8;-;-;3','-;11;-;-;8;=;-;3'
187,'-3+2=-3','-5+2=-3',single,1,3,5,,,,,,,,,,'-;3;+;2;=;-;3','-;5;+;2;=;-;3'
188,'0+-11=-2','9+-11=-2',single,0,0,9,,,,,,,,,,'0;+;-;11;=;-;2','9;+;-;11;=;-;2'
189,'-9=-4--5','-9--4=-5',multi,2,=,-,5,-,=,,,,,,,'-;9;=;-;4;-;-;5','-;9;-;-;4;=;-;5'
190,'-6=-2--4','-6--2=-4',multi,2,=,-,5,-,=,,,,,,,'-;6;=;-;2;-;-;4','-;6;-;-;2;=;-;4'
191,'4+-0=-2','4+-6=-2',single,3,0,6,,,,,,,,,,'4;+;-;0;=;-;2','4;+;-;6;=;-;2'
192,'-4+4=9','-4+4=0',single,5,9,0,,,,,,,,,,'-;4;+;4;=;9','-;4;+;4;=;0'
193,'-11+-8=-16','-11+-8=-19',single,8,6,9,,,,,,,,,,'-;11;+;-;8;=;-;1;6','-;11;+;-;8;=;-;1;9'
194,'-2=-9+4','-2=-6+4',single,4,9,6,,,,,,,,,,'-;2;=;-;9;+;4','-;2;=;-;6;+;4'
195,'-5+-0=-14','-5+-9=-14',single,4,0,9,,,,,,,,,,'-;5;+;-;0;=;-;1;4','-;5;+;-;9;=;-;1;4'
196,'4+-7=-2','4+-7=-3',single,6,2,3,,,,,,,,,,'4;+;-;7;=;-;2','4;+;-;7;=;-;3'
197,'-6+-1=-5','-5+-1=-6',multi,1,6,5,7,5,6,,,,,,,'-;6;+;-;1;=;-;5','-;5;+;-;1;=;-;6'
198,'-4--4=6','-4--4=0',single,6,6,0,,,,,,,,,,'-;4;-;-;4;=;6','-;4;-;-;4;=;0'
199,'-3+3=9','-3+3=0',single,5,9,0,,,,,,,,,,'-;3;+;3;=;9','-;3;+;3;=;0'
200,'-7=-1--6','-7--1=-6',multi,2,=,-,5,-,=,,,,,,,'-;7;=;-;1;-;-;6','-;7;-;-;1;=;-;6'
201,'-9+3=-9','-9+3=-6',single,6,9,6,,,,,,,,,,'-;9;+;3;=;-;9','-;9;+;3;=;-;6'
202,'-9+1=-5','-6+1=-5',single,1,9,6,,,,,,,,,,'-;9;+;1;=;-;5','-;6;+;1;=;-;5'
203,'-3+5=0','-5+5=0',single,1,3,5,,,,,,,,,,'-;3;+;5;=;0','-;5;+;5;=;0'
